age,job,marital,education,default,balance,housing,loan
31,management,single,tertiary,no,573,no,no
56,admin.,married,secondary,no,11,no,yes
58,retired,married,tertiary,no,941,yes,no
36,services,married,secondary,no,143,no,no
26,student,single,secondary,no,715,no,no
27,admin.,married,secondary,no,-401,yes,yes
51,management,married,tertiary,no,469,no,yes
37,admin.,single,tertiary,no,3954,no,no
30,management,single,tertiary,no,565,no,no
32,management,single,tertiary,no,718,yes,no
58,retired,married,secondary,no,1227,no,no
33,services,married,secondary,no,404,yes,no
43,management,married,tertiary,no,1253,no,no
44,self-employed,married,tertiary,no,430,no,no
37,blue-collar,married,primary,no,345,yes,no
53,management,married,tertiary,no,-601,yes,yes
29,blue-collar,married,primary,no,1615,yes,no
60,blue-collar,married,secondary,no,5450,no,yes
65,housemaid,married,primary,no,1080,no,no
28,management,single,tertiary,no,0,yes,no
54,management,married,tertiary,no,67,no,yes
35,technician,single,tertiary,no,2043,no,no
35,management,divorced,secondary,no,291,yes,no
55,management,married,tertiary,no,39098,no,no
38,retired,divorced,secondary,yes,-38,no,yes
29,management,married,tertiary,no,4050,yes,no
43,technician,married,secondary,no,0,yes,yes
36,management,divorced,tertiary,no,649,yes,no
29,management,married,tertiary,no,-346,yes,yes
28,student,single,secondary,no,404,no,no
32,technician,single,secondary,no,483,yes,no
33,management,married,tertiary,no,437,yes,no
49,blue-collar,married,secondary,no,3558,yes,no
30,technician,single,secondary,no,-123,no,no
41,technician,married,secondary,no,248,no,no
46,blue-collar,married,unknown,no,0,yes,no
29,technician,married,secondary,no,1599,yes,yes
38,technician,single,secondary,no,46,no,no
30,unemployed,single,secondary,no,2424,no,yes
43,management,divorced,tertiary,no,9,yes,no
41,technician,single,secondary,no,631,yes,no
31,blue-collar,married,secondary,no,1981,yes,no
42,blue-collar,married,primary,no,250,yes,no
42,management,divorced,tertiary,no,20,yes,no
33,management,married,tertiary,no,1602,yes,no
39,admin.,divorced,secondary,no,83,yes,no
41,management,single,tertiary,no,537,no,no
40,management,married,secondary,no,406,yes,no
38,blue-collar,divorced,secondary,no,0,yes,no
38,management,single,tertiary,no,5244,yes,no
35,blue-collar,married,secondary,no,876,yes,no
48,blue-collar,married,secondary,no,1903,no,yes
50,retired,single,secondary,no,6998,no,no
42,technician,married,secondary,no,-470,yes,yes
55,unemployed,single,primary,no,10183,no,no
43,technician,married,tertiary,no,2643,no,no
39,admin.,single,secondary,no,1965,no,yes
52,technician,single,secondary,no,894,yes,no
36,management,married,tertiary,no,82,no,no
30,management,married,tertiary,no,4874,no,no
31,technician,single,tertiary,no,7005,no,no
59,retired,married,primary,no,3648,no,no
25,blue-collar,single,secondary,no,84,yes,no
27,services,single,secondary,no,777,no,yes
38,blue-collar,married,secondary,no,1005,yes,yes
49,technician,married,secondary,no,133,no,yes
32,technician,married,tertiary,no,8023,no,no
53,technician,married,secondary,no,3398,no,no
36,management,single,tertiary,no,0,yes,no
40,technician,divorced,secondary,no,5674,yes,no
75,self-employed,married,secondary,no,1470,no,no
40,blue-collar,married,primary,no,177,yes,yes
47,housemaid,divorced,primary,no,1583,no,no
32,management,married,tertiary,no,132,no,no
31,management,single,tertiary,no,0,no,no
53,technician,married,secondary,no,6,yes,no
46,services,married,primary,no,741,no,no
55,management,married,secondary,no,11743,yes,no
36,technician,married,secondary,no,25,no,no
37,unemployed,single,tertiary,no,1706,yes,no
47,entrepreneur,married,unknown,no,1179,no,no
46,management,married,tertiary,no,99,no,yes
48,admin.,married,secondary,no,1800,no,no
42,management,single,tertiary,no,7560,no,no
48,blue-collar,single,secondary,no,312,no,no
35,technician,married,tertiary,no,629,yes,yes
58,technician,married,secondary,no,471,no,yes
44,blue-collar,married,secondary,no,373,no,yes
44,admin.,married,secondary,no,58544,no,no
57,retired,married,unknown,no,1238,no,yes
36,technician,married,tertiary,no,301,yes,yes
27,blue-collar,married,primary,no,52,no,no
35,services,married,secondary,no,372,no,yes
26,technician,single,secondary,no,626,yes,yes
32,self-employed,married,secondary,no,329,no,no
42,technician,divorced,secondary,no,305,yes,no
57,retired,single,primary,no,-609,no,yes
38,management,divorced,tertiary,no,112,yes,no
31,management,single,tertiary,no,115,no,no
38,technician,married,secondary,no,976,no,no
36,management,married,tertiary,no,8277,yes,no
55,management,divorced,tertiary,no,271,yes,no
44,blue-collar,married,secondary,no,0,no,no
29,blue-collar,married,secondary,no,-305,yes,yes
34,entrepreneur,married,secondary,no,3994,yes,yes
32,management,married,tertiary,no,2414,yes,no
58,management,divorced,tertiary,no,1573,yes,yes
51,management,divorced,tertiary,no,-202,no,yes
37,entrepreneur,married,tertiary,no,310,no,no
31,blue-collar,single,secondary,no,545,yes,no
46,blue-collar,married,primary,no,225,no,no
33,management,single,tertiary,no,3170,yes,no
47,management,married,tertiary,no,122,yes,yes
37,unemployed,single,secondary,no,42,no,no
29,services,single,secondary,no,0,yes,no
55,unemployed,married,secondary,no,2489,no,no
50,blue-collar,divorced,primary,no,4882,yes,no
47,entrepreneur,married,unknown,no,1179,yes,no
45,admin.,married,primary,no,276,yes,no
38,services,single,secondary,no,0,yes,no
36,services,married,primary,no,0,no,no
43,management,single,tertiary,no,2081,no,no
46,technician,married,secondary,no,700,no,no
34,management,married,tertiary,no,1674,yes,no
39,blue-collar,married,secondary,no,11854,no,no
40,blue-collar,married,primary,no,303,yes,no
32,technician,married,secondary,no,449,no,no
51,blue-collar,married,unknown,no,1432,yes,no
56,blue-collar,married,primary,no,2163,no,no
30,technician,married,tertiary,no,606,yes,no
36,technician,married,tertiary,no,911,yes,no
62,admin.,married,secondary,no,896,no,no
43,unknown,single,secondary,no,0,no,no
60,retired,divorced,primary,no,1327,no,no
41,blue-collar,single,secondary,no,304,yes,no
27,blue-collar,single,secondary,no,228,no,no
32,management,married,tertiary,no,1337,no,no
37,blue-collar,married,secondary,no,125,yes,no
33,management,married,tertiary,no,340,yes,no
31,services,married,secondary,no,-538,yes,yes
42,management,married,tertiary,no,1162,no,no
25,blue-collar,married,primary,no,0,no,yes
52,management,married,tertiary,no,583,no,no
48,blue-collar,single,secondary,no,0,yes,no
31,self-employed,single,tertiary,no,253,yes,no
44,admin.,married,secondary,no,1696,no,no
43,management,married,tertiary,no,2383,no,no
79,housemaid,married,primary,no,0,no,no
32,entrepreneur,married,tertiary,no,721,no,no
44,admin.,divorced,secondary,no,611,no,no
36,blue-collar,single,secondary,no,459,yes,no
56,admin.,married,secondary,yes,34,yes,no
37,blue-collar,married,secondary,no,208,yes,no
40,services,married,secondary,no,191,yes,yes
37,admin.,single,secondary,no,18,no,no
33,self-employed,married,tertiary,no,1099,yes,no
46,management,married,tertiary,no,189,no,no
36,blue-collar,married,secondary,no,56,yes,yes
33,admin.,divorced,secondary,no,661,yes,yes
59,blue-collar,married,secondary,no,-162,no,yes
42,management,married,tertiary,no,1767,yes,no
38,management,married,secondary,no,96,no,no
27,blue-collar,married,secondary,no,1600,yes,yes
46,technician,married,secondary,no,2149,yes,no
35,self-employed,single,tertiary,no,353,no,no
39,admin.,married,secondary,no,47,no,no
35,admin.,single,primary,no,246,yes,no
40,management,married,tertiary,no,1734,no,no
45,entrepreneur,divorced,secondary,no,3780,yes,no
29,self-employed,single,tertiary,no,1457,no,no
70,admin.,divorced,unknown,no,4629,no,no
42,technician,divorced,secondary,no,3043,yes,yes
54,blue-collar,divorced,primary,no,2062,yes,no
36,admin.,single,secondary,no,135,yes,no
25,services,married,secondary,no,-454,yes,yes
50,management,married,tertiary,no,305,yes,no
35,management,divorced,tertiary,no,2885,no,no
45,unemployed,married,tertiary,no,-48,yes,no
41,blue-collar,married,primary,yes,-635,yes,no
30,management,married,tertiary,no,942,no,no
26,student,single,secondary,no,85,yes,no
49,management,married,unknown,no,321,no,no
59,retired,married,primary,no,2722,no,no
31,admin.,married,tertiary,no,608,yes,no
32,management,single,tertiary,no,229,no,no
35,technician,married,secondary,no,118,yes,no
52,technician,married,secondary,no,291,yes,yes
40,blue-collar,married,secondary,no,580,yes,no
26,services,single,secondary,no,186,yes,yes
40,technician,married,secondary,no,503,yes,no
35,management,married,primary,no,0,no,no
38,technician,single,secondary,no,367,yes,no
26,technician,married,secondary,no,518,no,no
65,admin.,single,secondary,no,-423,no,no
34,blue-collar,single,secondary,no,2764,yes,no
44,blue-collar,married,primary,no,271,yes,no
45,blue-collar,married,primary,no,446,yes,no
58,retired,married,secondary,no,255,no,no
39,management,single,tertiary,no,4023,no,no
29,management,married,tertiary,no,51,yes,no
55,entrepreneur,divorced,tertiary,no,372,no,no
23,blue-collar,married,secondary,yes,15,yes,no
35,technician,single,secondary,no,1,no,no
39,technician,married,secondary,no,375,yes,no
45,housemaid,married,secondary,no,20187,yes,no
28,management,single,tertiary,no,334,no,no
36,technician,single,secondary,no,76,yes,no
27,services,single,secondary,no,683,yes,no
32,unemployed,divorced,primary,no,5306,yes,no
36,services,married,primary,no,0,yes,no
26,technician,single,secondary,no,603,no,no
33,admin.,married,secondary,no,95,yes,no
44,services,married,secondary,no,26,yes,no
42,admin.,married,secondary,no,8238,no,no
46,blue-collar,married,primary,no,-29,yes,no
45,blue-collar,married,secondary,no,603,no,no
30,services,single,secondary,no,0,yes,no
40,blue-collar,married,primary,no,968,yes,no
29,services,divorced,tertiary,no,128,no,no
30,technician,single,secondary,no,486,yes,no
31,entrepreneur,married,tertiary,no,5156,no,no
39,unemployed,single,secondary,no,356,yes,yes
47,technician,single,secondary,yes,-435,yes,no
42,admin.,divorced,secondary,no,936,yes,no
47,technician,married,secondary,no,351,no,yes
45,admin.,married,tertiary,no,2552,no,no
45,admin.,divorced,primary,no,429,yes,no
37,services,married,secondary,no,47,yes,yes
36,management,married,secondary,no,-267,yes,no
48,management,married,tertiary,no,666,no,yes
57,housemaid,married,secondary,no,2326,no,no
56,blue-collar,married,primary,no,2163,yes,no
31,services,single,secondary,no,183,yes,no
27,technician,single,secondary,no,204,yes,no
33,technician,single,secondary,no,0,yes,no
38,services,single,secondary,no,895,yes,no
26,management,single,tertiary,no,1592,yes,no
54,unemployed,single,primary,no,541,no,no
42,management,married,secondary,no,406,yes,no
53,blue-collar,married,primary,no,465,yes,no
40,admin.,married,secondary,no,-769,yes,no
53,retired,married,secondary,no,330,yes,no
38,blue-collar,married,primary,no,0,no,no
57,blue-collar,married,unknown,no,3585,no,no
54,housemaid,married,secondary,no,1977,no,no
58,management,married,primary,no,0,no,no
30,blue-collar,single,secondary,no,332,yes,yes
36,technician,married,tertiary,no,341,yes,no
38,services,married,secondary,no,309,no,no
30,admin.,single,secondary,no,2568,no,no
34,management,married,tertiary,no,0,no,no
57,retired,married,secondary,no,485,no,no
52,technician,divorced,tertiary,no,0,no,no
57,management,divorced,tertiary,no,3287,no,no
42,technician,married,secondary,no,0,no,no
33,blue-collar,married,secondary,no,2366,yes,no
40,technician,divorced,secondary,no,-375,yes,no
56,admin.,married,secondary,no,510,no,no
39,technician,divorced,secondary,no,507,yes,no
68,housemaid,married,primary,no,1230,no,no
26,technician,married,tertiary,no,192,yes,no
34,management,single,tertiary,no,163,yes,no
36,management,single,tertiary,no,2706,no,no
83,retired,married,primary,no,425,no,no
49,admin.,married,secondary,no,1788,no,yes
46,management,married,tertiary,no,222,yes,yes
45,technician,married,secondary,no,366,no,yes
28,admin.,single,secondary,no,251,no,no
35,technician,divorced,secondary,no,127,yes,no
31,entrepreneur,single,tertiary,yes,0,yes,no
22,services,married,primary,no,531,yes,no
41,technician,married,secondary,no,0,no,no
43,admin.,married,secondary,no,352,yes,no
31,management,married,tertiary,no,2395,yes,yes
47,blue-collar,married,secondary,no,232,yes,no
32,admin.,married,tertiary,no,118,yes,no
34,blue-collar,divorced,primary,no,55,no,no
56,management,married,tertiary,no,382,yes,no
44,blue-collar,married,secondary,no,199,yes,no
33,admin.,single,secondary,no,61,yes,no
40,housemaid,married,primary,no,84,no,no
42,management,divorced,tertiary,no,245,yes,no
44,management,married,tertiary,no,17361,no,no
32,management,single,tertiary,no,974,yes,no
33,technician,married,secondary,no,-534,yes,no
42,blue-collar,single,primary,no,177,yes,no
57,management,married,tertiary,no,5431,yes,yes
39,management,married,secondary,no,763,yes,no
55,housemaid,married,primary,no,3680,no,no
30,blue-collar,single,primary,no,0,yes,no
41,blue-collar,married,primary,no,16431,yes,no
31,services,single,primary,no,46,yes,yes
42,technician,married,tertiary,no,921,no,no
49,management,married,tertiary,no,78,no,yes
78,retired,married,secondary,no,2123,no,no
45,services,married,secondary,no,22,yes,no
34,services,married,secondary,no,1637,no,yes
39,blue-collar,married,secondary,no,327,no,no
58,services,married,secondary,no,307,no,yes
33,technician,married,secondary,no,118,yes,no
30,blue-collar,single,secondary,no,178,yes,no
44,admin.,married,secondary,no,-372,yes,no
35,admin.,divorced,secondary,no,0,yes,no
38,technician,married,secondary,no,508,yes,no
30,admin.,married,secondary,no,35,no,no
47,management,divorced,tertiary,no,461,yes,no
49,unemployed,married,secondary,no,4110,yes,no
39,admin.,married,secondary,no,-234,yes,no
30,blue-collar,divorced,primary,no,-258,yes,no
40,management,divorced,tertiary,no,390,yes,yes
30,blue-collar,married,secondary,no,1664,yes,no
40,services,married,secondary,no,809,yes,no
44,services,married,secondary,no,382,yes,no
47,housemaid,married,secondary,no,3940,yes,yes
41,technician,married,secondary,no,1602,yes,no
30,management,single,secondary,no,2143,yes,no
32,unemployed,married,tertiary,no,0,no,no
45,management,married,tertiary,no,2220,yes,no
52,blue-collar,divorced,primary,no,3990,no,no
31,blue-collar,married,primary,no,-423,yes,no
55,blue-collar,divorced,unknown,no,789,no,no
37,technician,single,secondary,no,-274,yes,yes
35,management,single,tertiary,no,397,no,no
57,technician,married,secondary,no,2550,yes,no
78,retired,married,unknown,no,2628,no,no
62,housemaid,married,secondary,no,565,no,no
44,blue-collar,married,primary,no,-315,yes,no
41,admin.,married,secondary,no,158,yes,no
37,technician,divorced,secondary,no,1981,yes,no
21,student,single,secondary,no,398,no,no
